label,text
2,"Not ' themed Yi, What Time?"
3,Ai ' t more unfunny movie that thinks it '.
2,Uninspired.
4,"About, are."
3,"Techno tux is good for a few laughs, as are Chan, but when such good design turns to be a cheap knockoff, ' t recommend anything but a for Tuxedo."
1,Devoid pleasure can even.
3,",."
4,Has of maternal instincts.
3,"You, come a -, no?"
4,Remarkable about (of all) Jews who Holocaust.
1,"The memorable when Green threw medical equipment at a; not it was particularly funny, but because had a urge to the old lady at end of my aisle ' s walker toss it at the screen in frustration."
3,The film but destined to pop television in the of in future Quentin Tarantino picture
2,Also.
4,"Even though it ' s common knowledge Park and his founding partner, Yong Kang, lost Kozmo in the, ca ' t help but caught up the thrill the ' astonishing."
2,"This been the it has concocted, still been room for war scenes."
4,Uncinematic.
2,", terms with death, impersonal,."
3,"Story wraps back around on itself in kind of that ' s in film today, warned: It ' slow to get there."
1,Period story about Catholic boy who to help a Jewish into sending audience straight hell.
2,All looks a $ million version a you ' re likely to enjoy on.
5,"Its of thriller to the labyrinthine in which people ' s lives cross and, buffeted by events seemingly out of, is, provocative."
4,Like.
2,"There ' an rigor to Jimmy ' s relentless, to the script ' s refusal of a happy ending, as those stretch on and on, you there ' s no place for this but down."
1,"Muddled, repetitive ragged that it says far less the horrifying than ' s style."
4,` ` ' ' it heart.
3,"Winces,."
2,"Cassavetes ' making Dog Afternoon with cause, but he ' s is to reduce everything touches shrill, didactic cartoon."
3,Amusing.
4,"A of the utmost subtlety and, marks the outstanding debut of writer - director Eric, who understands power of implicit and the virtues economy."
5,Allen can deliver anybody.
3,Bella is with boundless a dies.
4,Cast -.
5,"( Cuarón) created substantive out of several structures: the movie, the coming - of -, and the teenage."
4,Some.
5,` ` Goldmember ' ' has right silly entertainment and enough laughs to to the end.
3,"Static and half - hour, after - school understanding, to 90."
2,"Obvious one the best films, could be?"
2,"It ' about convincing as any other Arnie musclefest, but has a too resonance real events ultimately insultingly simplistic."
3,"More audience than Jar Binks, and Scooby Dumb, wrapped up one."
3,"As teen and murder, Murder Numbers."
4,"In its treatment the dehumanizing and - destroying of, Out an exploration that is more accurate than anything in an film."
1,Did?
4,Of the silliness you are movie theatre some time.
3,The Sundance Film has become so buzz - obsessed producers descend upon January to The Thing.
3,A film admirable one tries to immerse us of abandon and political and very succeeds.
2,"You think you out the con and in this film Argentine director Fabian Bielinsky, but were someone made off with your wallet."
4,"A, ,, ,."
5,&..
4,", ` ` MIB II ' ' succeeds to its rapid - fire and levity it ' be dismissed as."
1,"Of the with film do ' derive from the, but the most of the actors involved"
3,"s unemotive, his performance."
5,"' a technically superb, shining all usual flair, expertly utilizing talents top - notch team."
2,"Made to Jaglomized is the Festival, the spree of, ,."
2,Throws away goodwill the first half of movie a is dull.
1,"For, this is n ' favorite, so ' a before lady sings."
3,Newcomer helmer Kevin Donovan by a of what is really an amusing - - a high - tux that its wearer into.
4,"' s canny, script sex love, as Luther. .. they n ' t get without the latter."
1,"Philip. his, my."
4,Slight. .. works because ideal casting the masterful actor as aged.
5,"If, odd / or, ' a one."
1,"Across as a relic a bygone, .. . rather."
1,Bland forgettable that have Generic Lopez Romantic Comedy.
3,.
3,Porky ':?
2,"The weird thing about The 2, purportedly a ', is there nothing in engage emotionally."
3,"( Javier Bardem is) one few reasons to watch film, director has swoony music - pitched melodrama."
1,"Unfunny comedy with a lot static ups, much camera movement, and most the take in motionless characters."
3,"Each story on own could have expanded and worked compelling feature, in its incarnation, Storytelling never quite gets its lopsided."
5,What is the most ' s block.
3,", '."
2,"90 minutes short,."
4,Lovably -.
1,One aims.
4,Ebullient Tunisian the startling transformation of tradition - bound drawn into world of belly.
3,Standard.
3,Entire.
2,Wo n ' t you ' I Spy a video store.
2,"Most sequels, takes what last, it and, more, more stuff in attempt to camouflage sameness."
5,Goes ' s better in this - pic a Mexican.
2,"A grinning O ', its is from a lobotomy, having all its vital out discarded."
2,` ` Ending ' ' is too like over and plastic your neighbor ' sale.
4,"Koury frighteningly teenager ' class, turn, his - inflicted retaliation."
2,"and a,."
3,"() potential for pathological study, exhuming, of."
2,Tries to add sentiments the familiar.
3,"' reason see, and not."
4,"Ending, '."
5,( ).
1,"Like, the."
3,".. ., take ' second her Vampire Chronicles."
3,"Is one surefire way a nomination for a best - foreign - film Oscar: Make about whimsical folk who learn a nonchallenging, life - while walking a foreign city stunning architecture."
1,A becomes unbearable ' merely offensive.
2,"Unambitious in the movie, using a that animated - textbook."
5,"Like great about a life you never knew, it to and even more to about final."
5,The best can say this ' t wait to see the director does next.
2,"It ' s, , as harsh conceptual."
2,Is painfully trying what ' of passe ' chopsocky glory.
4,"Conceptually. .. Plays like a - room Of, of its unsettling the suggested and the."
5,"With ` Bowling, ' Michael gives us starting point about guns, violence, fear."
4,"Like Mike is n ' t box money that Michael Jordan jealous, but it has some cute moments, funny scenes, and hits the target audience (young) - but net."
4,"This very ambitious for fairly, but good actors, poetry and music help."
5,".. . by the time it ' s with us, Mira Nair ' s movie has its audience giddy the delight, of having been in a foreign culture find that human nature is the same all over."
5,Tremendous.
3,.. . implication is - - it comes to - - it ' s better to give receive.
4,"While times when the film ' s exceeds grasp, the more often n '."
2,51 a but delivers the trip.
4,Out with a eventually squareness make darling of many a - and - family - oriented cable.
2,"Soul - deliberateness, although leavened nicely absurdist wit, becomes too heavy the plot."
4,It.
5,'. ..
5,78 with.
2,"in, ,."
5,"If ` ` Lilo & Stitch ' ' is ' t the of Disney animation hit the silver, then this first film to a watercolor background ` ` Dumbo ' ' ranks as most original in years."
2,"Plot has of holes, times '."
5,"Is real, and is with."
1,"Gratingly groaner zero - dimensional, hackneyed, threadbare."
3,( ).
4,"Slow and, but Rohmer ' s to an intense about compassion, sacrifice, the of political corruption."
1,"` It ' painful to watch Witherspoon ' talents inside unnecessary films Legally and, mean, Alabama. '"
4,"If cinema had been around the chaos France in ' s, imagines would look something this."
4,"Looks, ,."
4,".. .,."
4,/ producer Salma Hayek and Taymor have infused Frida with a style unique and inherent to the titular character ' paintings and process created masterful of art of own.
3,"Self -,?"
4,",."
3,"From -, compassion."
4,"It makes it the point, to a good simmer most of its."
2,"On top of foundering, (') own by that emphasizes line sag."
3,"Any creature - fan, when you cross toxic chemicals with a bunch of creatures, you of running around, death."
3,"Movie obviously seeks to re - the excitement ' 50s flicks as Jules ' s ' 20, Leagues the Sea ' and the George Pal of. G. Wells ' ` The Time. '"
5,( ).
4,"An expressive of Gong and a like Zhang Ziyi ' s, Dong the emotional Happy."
3,"In capturing the comedic agony ever - ruminating, genteel yet decadent that can no pay its bills, the film just well be turn of the 20th century into 21st."
4,"A that, like of his works, presents weighty issues colorfully in idiosyncratic kitschy."
2,Its villains intrigue (their funny accents) poorly delivered.
3,Know ' spend?
4,"A combination ethnography and the intrigue, betrayal, and murder Shakespearean a juicy opera."
3,"',."
3,Main '.
2,"It feels like very light, focusing, , to make something bigger out of oddballs."
1,Can: '.
4,"Charm of Revolution OS the to new, fervently and fanciful."
4,"As it business and pleasure, allowing find the small, human moments, and with whimper."
2,Dramatic as any.
2,"This, to."
3,The ' heady yet far impenetrable that Russians closed - off nationalist.
1,Into.
5,"Breathtaking adventure for ages, tells poignant and uplifting a fusion music images."
2,` ` One at a girl turn? ' '
1,It '.
2,"Me, there ' s awfully deadly about any movie - message."
3,It ' s a the alternate sexuality you may require so relationship maintenance that celibacy can looking good.
2,Trifle.
2,"Neither protagonist has a distinguishable hardly because both are actory, defined dimness and a."
1,Strangely.
5,"Bluer Atlantic and than autopsy, the. .. ,, frequently."
5,"Compelling pre - WWII with,."
3,"Some,."
4,Minor (). ...
4,"What makes so likable, with all, is it has of and volume most contemporary."
4,"Lion King roaring success when it was years ago, but on it, not."
1,"Particularly, , period - -."
3,"Age is the first computer - generated cartoon feel other movies, makes for early on."
4,",. .. '!"
4,"After watching it, can only love players it the fore for the gifted but no - nonsense human beings are and for still - inestimable made to shared history."
4,Offers one of the kid.
3,"this not a letter slain rappers, it ' - a call for justice two crimes from which many of us have not yet."
2,"In role of observer of the scene, Lawrence, if life - altering experiences made him bitter."
4,Modest.
5,And.
2,' script often.
1,", so many flaws it would critics."
3,"If you ' for, again."
2,"Lightweight, action mingles French,."
2,100 - movie has.
3,"A, poignant,."
3,Minutes!
3,"Is -, all seems be."
2,"The Merchant - Ivory team continues to we hold dear, only now it ' s up so that it can do more."
2,Only were who paid it.
3,"An unremarkable, / buddy whose nod to."
2,The film often sugary withholds delivery the - pyrotechnics punchy style.
3,Is `! '
3,"Ayala is required to supply too of a film, overall, far for subject matter."
3,", - -."
4,"As the recent film Son of the us that a feel - good movie can still show, Time presents us with an action movie that has a."
2,.. ..
5,What makes this special is Serry ' to take is essentially a contained family put it into larger.
5,",. .. that ' than its predecessor."
2,I used John.
2,"If, is bad."
5,"Light the candles, bring and do n ' t fret the calories there ' precious little substance in Birthday - - ' simply, surprisingly, a nice, light treat."
1,' to.
3,Simplicity Way equals
5,Of.
5,Is - film with a score clutch songs deft punctuation.
2,"Because an and scene, ` ' left feeling."
1,"Lacks of the previous two, makes all jokes about hos and even unmentionable subjects like splashing in."
4,"It ' s both degrading strangely liberating to people working so hard leading lives sexy intrigue, to revealed the dispassionate brothers as, pasty."
5,"Time '. .. ,!"
4,"If your have n ' dulled gorefests, if ' re a connoisseur of psychological, this is your."
1,That such horrible could from one of the year ' s worst tragedies.
3,Motion;.
3,Its.
4,If person two.
2,"If saw, you ' probably turn off, had seen that movie."
3,"Schneider, Dana Gellar?"
2,Harvard '.
3,Film (Funk) from '.
5,Worth.
2,Movie -.
4,"Is smart knows music, its knows Sade."
3,"It ' dark and, lets of the greedy talent agents get in the of something meaningful"
1,"Amateurish, - acting."
5,Is.
4,"The belongs Rudd, of therapy - spouting malapropisms. .. nonstop hoot."
3,"- Bille. .. depicts this relationship economical, letting his superb convey Martin ' s deterioration and Barbara ' - - and, ,."
4,Merchant ' of page screen.
5,Knowing of humor a warmth Bride.
2,Still ' quite.
2,The only you ' feel the roll is grumbling.
2,One in gags in White ' s hits its mark; the padding unashamedly the - exploitation playbook.
5,"Master screenwriting comes John Pogue, who previously gave ` ` ' ' and year ' s ` ` Rollerball. ' '"
2,"Movie,."
4,With. .. Assayas an French society.
2,"Movie to mine from genre - - gangster / crime - - that wore out its welcome with audiences several years ago, its cutesy reliance on movie - specific cliches is n ' t."
4,Back time had more do with imagination.
2,The performances. .. keep ever heights obviously.
1,There ' s wrong a comedy the belly laughs the of onto the end credits.
3,"Would be disingenuous to Reno great, but you can most of the flicks moving and out the multiplex."
5,- - makes for one of the most satisfying evenings movies I ' had a.
4,"' - - pleasant,."
1,The n ' a movie but it a!
4,"Together, , Kuras the make, and journey."
2,' like all - '.
2,It ' s kind sad many time energy turkey.
5,.. . with intricate of the writing.
4,"A weird little movie ' s amusing it, offering fine acting moments insights modern L. . ' s show - biz media subcultures."
5,"Assuredly cleverest, most comedies year."
1,"Film so busy making reference to films and to films it fails to have a heart, or of its own."
3,"Alas, - - their pretty shtick."
5,Has.
2,"Film is grossly social, indeed one."
1,"Boll a quick cutting and blurry step - things, but dopey dialogue inadequate kill the effect."
2,"Suffers from a, plodding a undramatic central."
3,".. . Age treads familiar territory, making family film that wo n ' t win many fans age."
4,Director J. Siegel and co - story suspense.
2,"All disquieting for relatively - free allusions to, but it down attempts to humanize its subject."
3,"Amid, manages degree casual realism. .. that routinely by."
2,"Lists,."
4,"It ' s hard to seduced (Witherspoon ' s ), even this - of - - mill vehicle, this girl knows drive it to the max."
4,"Uses archival, documents lynchings, still photographs and charming old reel - to - reel his children to create his song history, but most powerful all is the song itself"
1,With -.
4,"Try as you to, if you ' ve in heart for, will worm its way there."
4,"Is the energetic, it ' s hard to his enthusiasm, if the filmmakers up with nothing original way of slapstick."
2,"For its, , nearly out by its perfunctory."
3,"',."
4,"Rock is to 21st Century ' s new ` ` Conan ' ' he ' going to a splash greater than Arnold Schwarzenegger, Jean - Claud Van Damme or Segal."
2,".. . less a story inexplicable, the ' s shrugging new horror."
4,The magic (and time) Japanimator Miyazaki ' s Spirited in BV ' re - voiced.
1,"Its 100 minutes, ' in vain a movie."
4,"The lacks it than makes for, ,, and romance."
4,Infinitely.
1,Every.
3,But.
5,.. . on.
2,"Puns about ingredients and soup somebody being their noodle, let ' s say the ingredients do n ' t add."
4,And.
1,'!
2,Script a.
5,"Actress Gaï, long and, is towering siren."
2,Note.
5,Moving.
3,arthouse.
2,So book for big.
4,- '.
1,'.
3,"As social, Skins its heart in the right, ' not to hang on."
5,"More timely its could ever dreamed, this quietly lyrical tale probes the ambiguous welcome Iran to the Afghani refugees across, for work and food."
5,'.
4,Deeply spiritual the communications.
4,To.
3,Tedious.
4,Gift
3,"Like being trapped a video, where exciting, inane images keep the same things keep happening over and over."
4,"Even though does ' manage hit all of, ' s entertaining to watch the practice."
4,It is look a between may not
3,"It with bathos pathos and the further the as we know, it cuts the way down broken bone."
3,"Fun, -."
1,Film more population.
2,- life Ahola lacks the on admittedly broad shoulders.
3,"` `, '! ' '"
4,"Entertaining, ,."
5,"Comedy, ,."
4,"The film of vastly improved Germanic version My Fat Greek Wedding - - with better, genuine quirkiness and a measure of."
2,Drama.
3,"No,."
2,"In book - -, film of ` ` The the ' ' would be abridged edition"
4,"A cartoon that ' s truly in scope, and story ' heartfelt - - even if heart to a, four - legged."
1,"Given fact that virtually is to show up for, the should have been made for."
2,",."
2,"Intensely focused the travails Hal to function as pastiche, No Thing is ' least screed yet."
3,The?
4,"Oddity, be sure, that you with a of affection rather revulsion."
3,"` ` The Kid Stays in the Picture ' ' a great, told by man who but this is cheat."
4,"From, but the place. .. innocent - meaning."
2,"The, least in my, is makes than it does film."
2,"- mouthed for -, yet not hilariously raunchy South Park, this schizo cartoon suited neither to kids."
2,' s to guys - - who are obviously pretty clever - - their talent parodies they thought funniest when they were high.
2,Offend humor.
5,Of Behan ' work and in general be by.
1,"Mr. is really a film as much it a loose collection - - gags, scattered of humor."
5,"Rare so much of experience - - drama, conflict, tears and - - that it the divisions between fiction nonfiction film."
4,"Cineasts revel in those visual - jokes, as the film ' s verbal pokes everything the likes Miramax chief Harvey Weinstein ' s personal style to the stylistic of Denmark ' movement."
4,"It ' s fun, wispy, surprisingly a about a stepmom."
2,Sara is kill time.
2,Gets.
4,"In the end, the is less the cheap thriller you ' d expect it is a revealing its two main characters - - damaged - goods orbits will collide."
4,".. . the, like ' s, crescendo encompasses than we started with."
4,Marriage an - your - drama and black comedy is filled with despair and love.
2,Of.
5,"Draws our attention like a magnet, her co -, Mark."
2,Movie.
2,' and cloying be.
4,"Columbus ' is, his original."
4,"The Man Fields is doomed by its, it is elevated it - - the kind of movie that enjoy more because ' re one the lucky who sought it out."
5,Movie of depth.
4,a fatalism using ' s Side humor
2,So conventional level some goofy.
3,For.
3,"Monsters,?"
1,Every conceivable in perpetrated.
4,A.
4,Sensitive -.
4,"The gets the same, with a serious minded patience, affection."
3,"The ' - up, crash ' - up, ' - up ending of substituting mayhem."
3,"' a, by actress who frowns does n ' reveal inner life."
3,"Frodo ' quest remains, a determined Zealanders creative mettle."
3,"Leigh ' s daring here is without once denying hardscrabble lives of the economic fringes of Thatcher ' s legacy, on the importance of those moments when people can and express their love for each."
3,Seriously to ever again a straight to a.
2,One can only assume that who bestowed star Hoffman ' s brother with the award at 2002 ' s Sundance Festival were an attempt do something different pulling it off
3,"Is, by, a. .. it is also weirdly, a ready - made object."
4,Russell.
1,"Of are display but in it is awkward, , and lifeless."
4,To.
4,"Like, version a few fantasy pablum by Allen ' s."
2,The only young possibly will it infants. .. might distracted by ' s quick and.
5,Better!
2,The film way full itself; it ' s and pretentious a - - - Oscar way.
3,"May not have, he knows how Madonna."
5,And.
2,The of a calculus major at. I. T. to all the formulaic the long - winded heist Is Cletis?
5,"The soars above the globe dazzling panoramic that make the most of the large - screen, before swooping a string of exotic locales, scooping whole up a joyous festival of rhythm."
2,"Of contriving a hero ' s for beloved - major - character - who - shall - remain - nameless, invite some genuine spontaneity into film by the evil aliens ' laser guns actually something once?"
4,"Entirely, lazy concludes with the crisp clarity of fall dawn."
5,"Better, he all of, and more, remaining the hilarious social critics this of Swift."
3,"` Dumb and Dumber ' without the vulgarity, life -."
1,A drink ' been sitting too: it ' too much syrup and.
1,"To the, a movie Ballistic: Vs. more of an."
4,Film.
5,"A, touching."
5,Use of CGI - - paint the really.
2,: ` '. '
3,"Because Eight Legged partly homage to, Tarantula and other - budget B - thrillers of the 1950s ' 60s, is silly (but not sophomoric) romp through horror and hellish conditions."
4,Cage.
2,"Screenplay as - critique, and clumsiness its."
2,"First, to the audience reason to put effort"
2,Good - South.
4,"It ' s a decent glimpse into a, and outcast, is longer accessible, but it does ' t shed light its subject than the popular."
1,The plan to into ` inspiring tale of survival in heart - pounding of a psychological ' has flopped surely as a soufflé wrong.
2,"Star was terrific, but now it is a a."
4,Movie in which - into - porn '. '
5,"Enthralling,."
2,- Stephen has the - fatal mistake of being the call ` half. '
4,"Breezy, ,."
2,Drama.
2,The definition ` ` ambitious. ' '
2,"Tiny nary original, ethnic sleeper proves that only blockbusters pollute the movie pool."
2,Caliber '
5,Classic tale captures the worries childhood in a way that have ever approached.
1,"' too bad the screenwriters shoot themselves the feet with cop flick cliches an dealer, car pile - ups and the requisite captain."
3,",."
2,The remake ' long on and () action.
4,"', ,."
1,",."
4,"And, `, '."
3,Yorkers find. ..
1,Can be suspend their disbelief - - that does not include the 5 o ' shadow the tall wooden kid as he skips off to.
5,"A pretty funny movie, most humor coming, as, from the but chemically perfect of."
4,".. . () works, due tongue - - screenplay."
2,"This and retold; the change, the song the."
2,Uneven.
3,"And,"
4,"The film ' strength is ' in its details, but in picture it - of a culture in conflict, with the thin veneer of nationalism covers our deepest, media - fears."
2,'.
2,"Like - grade network sitcom - - inoffensive, fitfully, ultimately so that decent in the auditorium might it off screen."
4,"This the - thinking, or conservative."
3,"This modest, ' t."
3,' ' - -.
2,"If ' s Cinderella proved that ' is, ' then Cinderella proves that a nightmare a wish a studio ' s wallet makes."
4,"The film has the - gloss and high - jolts you expect of De, but makes it is that it ' s also one the smartest, most expressions of pure movie love to come from an director in."
3,Dreary.
3,", '."
4,"Those who of the ' 70s, the every as it is flawed."
1,"IS bad, and worse."
5,"Novak to capture a cruelly black in the situation with his non - a gritty, no - approach."
4,"Much of The Lady Duke is about, decisive moments between members the cultural elite they how the implodes."
1,Is a opportunity of proportions - - with no.
4,Where predecessor fails because suffer the dreadfulness of war from.
5,Weaves both of the plot a evocative combining sexuality a haunting of.
5,"Real - -, ,,."
2,"The film never gets its own investment, of love, ,, race,."
4,",."
4,Alternately.
2,"Is no here, no, a lesson in filmmaking can."
2,"Mike a slight and uninventive: the Michael Jordan in the, can aspire none can equal."
3,"Soderbergh seems delivering lighted, lack the kind genuine depth that make redeemable."
2,Dignified ' meet pee.
4,"Delivers the - dazzle everyone, especially,."
3,Child '.
4,"David Weissman Bill enormously the ' camera craziness - - not only film performances, they did the same home."
2,There are just characters many getting into pointless.
4,It '.
4,"Its, this is -."
3,"Comedy, part, the movie winds up accomplishing neither in full, leaves us feeling touched and amused by several ideas, dissatisfied movie as whole."
1,Is ' t the surprises.
4,Roman Polanski ' at better ` ' s List ' - is more than merely a.
3,"` You ' hour half, but come strangely unsatisfied."
1,Funny it should less it.
5,"Gentle,."
5,"It is, dense sci - hybrid."
2,"Unfortunately, nothing flat amuse them, either."
2,"None of this the of ', but is, its ribald, - humor."
4,"Instead, sees it as chance what and been remarkable - traditions."
2,"The film by Jerry Bruckheimer directed by Joel Schumacher, reflects the shallow styles: wildly overproduced, inadequately every step the way and targeted to please every one (and no one )."
5,"And sons, and the between, rarely have such a sophisticated unsentimental on the big screen as they do in this."
5,This bold first feature expands pat that middle - aged women just wanna have fun into a rousing sensual.
2,"There ' s some material in their story about a out of, the too often spins its wheels with familiar and scenes."
3,Film ' stagecrafts are intimate and than the artifice defines film ' s production design.
2,Story to a.
2,"Characters - dimensional, and the is superficial be of interest primarily its audience."
3,I?
2,A and in milking a - out idea - - a guy has to up drag - - manages to be even worse than its title would.
4,"Even, # to be, told."
5,Soul - documentary about the Israeli / Palestinian conflict revealed the of some children who remain curious other all.
2,"Direction, Hickenlooper, has snap to it, wiseacre or -."
3,"There times when you the movie had a little harder to conceal contrivances, but turns out to be a enjoyable."
2,"Happens,."
1,And -.
2,"Proves that, , a too in love."
4,' s diverting - - - audience.
2,Generic.
1,.. . - -.
5,rendered
1,Soulless -.
2,No save ' s.
3,"While, irrepressible eccentric of ' s, Back the Future, is perfect casting for the role, he ' s main overall flaw."
4,"What ' s like a movie with ` children ' s ' that the ` My stepdad ' s mean, he ' adjusting '?"
2,'.
2,"Is for most a, great at helm."
1,Sucked.
5,.. . gets and some deft Ally - style fantasy.
2,"A distinctly mixed, bursts of sharp writing alternating with the obligatory sentimental."
3,A fascinating of the and or a disturbing story and marks.
5,-.
4,"Most anime, whose most fans outside Japan seem introverted with fantasy, Metropolis hopelessly juvenile."
5,"Or ' re enlightened by any of Derrida ' s lectures ` ` the other ' ' and ` ` self, ' ' is an fellow."
3,"Its jerky - camera, Bloody Sunday a sobering of bleak day in Derry."
3,minutes beat.
4,"May bite its title, but '."
4,Mushy finale John Q - - -.
3,.. . little than - shot.
5,"Could become a, in pastiche winds up powerful and deeply moving example of moviemaking."
3,Dominant. '
4,",."
4,The many lively intelligence of and their own.
4,"Chris Wedge and Berg, Michael J. Wilson and Peter create episodes rival vintage for the most mayhem in a amount of time."
2,Five are with the -; seems as if watered version of the before.
3,Hidden -.
3,Is.
4,"If ' art here, it ' still a - - is nothing sneeze days."
3,Does.
3,Sinise ' had a brain his ordeal be over in minutes plot goes out of to introduce obstacles for him to stumble over.
2,.. ..
2,"( Davis) cause his audience, to give real situations."
1,One ca n ' t shake the feeling Crossroads nothing more an hour - - a - - commercial for '.
1,' s hard not to you ' ve just - length video some story.
5,And.
4,Is shrewd a director how create and sustain a mood.
1,"Not is entry number twenty the worst, it ' s of the the."
1,A romantic about an unsympathetic character would not stupid to involved with her.
3,Armenian.
1,"There ' s too much drama this uneven movie, a ' s battle with his inescapable past and in a shapable but unfulfilling present."
2,"It comes to the battle. Woo, it looks like ' a. .."
4,The irony is that film ' cast uniformly; performances have - - should - - been allowed on own.
1,The ' s filmmakers forgot include anything even as they Fatal Attraction into.
4,An!
5,"Love for films through era is recreated obvious affection, scored to perfection with some."
3,"Lan is a serviceable, but it does n ' try for the greatness that shoots ()."
2,"', -?"
4,Rob great.
2,Scriptwriters are less menace film '.
3,Good - but with plenty of no.
5,",."
3,"You have once entered realm where director Adrian holds, all are simultaneously broadly metaphorical, oddly abstract,."
4,"A will be best appreciated by those willing to endure rhythms, Waiting for thoughtful having much impact."
4,"Like its New England, of wander about in thick clouds of denial, movie eventually gets emotional, striking chords of sadness."
2,".. . striking, it ' also, , emotionally desiccated."
3,"A work yet there ' no denying potency of ', of perseverance and closure."
1,Unfunny it to laugh and desperately unsuspenseful when it tries make jump our seats.
2,". and Ms. Seldhal and performances, but reaches into deepest the to unearth the quaking essence of passion, grief and fear."
1,Thriller.
2,Merely in.
4,"Its, ,."
4,"In process, demonstrate ' a in Kong cinema."
3,"A fine, be lot if it Betty Fisher and out the other."
2,"Solondz and hard, Storytelling fails provide more insight than inside book jacket."
3,Plot before Janice racing to the final reel.
3,.
5,"Thought relationships, was funny, ` real '."
4,( ') clever twists our.
5,"Solaris is and in ' best, ` ` Erin Brockovich, ' ' ` ` Out of ' ' and ` ` Ocean ' s, ' ' never."
5,It `. '
2,The thing that can be about Harvard (which might been called Freddy Gets Molested by a) is it ' s obnoxious as Tom ' s Got Fingered.
3,"clever,."
2,"With Assassin is as a documentary and more a found relic, and such the film a time shaking its Blair real - time roots."
3,Spalding -.
4,"A heady, , be - bop through, a loquacious videologue of the modern male lengths to which he ' ll go to weave cocoon around his."
4,Thoughtful made in.
5,Darned ' riveted to our seats.
4,"From Rohmer ' s regarding point of, The Lady and the Duke represents the filmmaker ' lifelong concern with cinematic."
1,Jackass vulgar and cheap - of Candid staged for.
4,"The movie does its to work over, second helpings of love, romance, , dawns, real, relief, two crises during ceremonies, and lush scenery of the Cotswolds."
2,"Has good to speak about the fact is relatively short, tries its best to hide that Seagal ' s and shape."
2,"' a quirky movie be from, Brooms ' it."
4,"To Her the movie have made it to be, ' still quite seeing."
2,( T) is never to point - - even if it seeks rely an.
4,Damning.
5,The film funny in its observation more grueling and - consuming illusion of work is than.
4,"Ming - ' witty, wistful, Time?"
3,phone and a voice you ' to live.
3,"The film may hit as hard of the - pictures, but manages to get punches in."
2,24 - and - unders looking for own to as generational may to keep.
2,"Quiet American n ' a bad film, ' just that wait for pay per dollar."
2,Off witty sophisticated and you love - - but filmmaker Yvan himself a.
5,ROCKS
3,Exciting - film.
4,",."
4,"I the closing, seem ask whether our offers a Vincent ' s complaint."
2,"the of that ' s -, so."
5,!
2,"LeBlanc thought, ` `, the -. ' '"
2,"Has the air a surprisingly juvenile lark, - influenced whose apparent and wear with."
2,"The movie ' s messages admirable, too clichéd and strains."
5,"The story itself it mostly on - interviews, whose memories are with such clarity that it ' as it all happened only yesterday."
3,-?
2,In -.
3,"Trailer: , too cutesy, too sure of its own importance, and possessed peculiar tension being too & at all."
3,".. . one big laugh, three, of else."
2,"A, somewhere K - 19."
3,"The strains stay on the light, comic of the, the difficulty when with the destruction of property and, , of life itself."
3,"' ends well, , the consciousness - raising cloaked gross - out gags."
1,"Dull, somnambulant exercise quiet is broken frequent of and."
4,"The fascination comes in the power of the Huston performance, seems so larger than and yet so, and the way Ivan accepts the news of his so quickly but still finds himself."
1,Movie as humorous favorite pet.
4,Heartening.
2,It ' itself eye and slowly.
4,"May -, but least ' a funny no -."
4,And.
4,Film '.
2,The Santa Clause ' plot may sound it was - executives and lobbyists tinsel.
2,' a Jackie in.
3,Apparently - thought only cast movie - star sitting around in drawers to justify a film.
2,Medicine merits. .. does field.
1,"You can a Clancy ', the scripters n ' t deserve Oscars."
3,The cartoon is about to the Festival as Mr. was to that of.
3,Wait for do n ' dismiss out.
4,"Good this film be, depends you believe the shocking conclusion much of plunge."
3,Anyone think central story of Behan is that he was a took?
1,"David and The Onion have proven, worst of tragedies can be sources of humor, but only a fleeting of to develop."
5,P. . Anderson understands grandness of and is the great equalizer that can calm us of our daily ills and bring out joys lives we knew were.
4,About the you about is that it ' a - genre.
3,"Has a right to, right to our."
2,"Episodes, '."
4,"The power of Shanghai Ghetto, Janklowicz - Mann and Amir Mann, in the voices men, in their 70s, who lived there in 1940s."
3,Charming and cultures and / relationship.
4,With a find in ' a timeless unique.
4,Represents departure from that an American cinema.
4,Director explores three of his and an inquisitiveness Truffaut.
2,Sweet its will leave even fans hip - hop sorely.
4,"Is,."
4,"A chronicle not only of one man ' s to president, of that single - turned a plane full of hard - bitten, journalists into was essentially, by ' end, an extended publicity department."
4,"Precocious smarter - - thou struggles against his oppressive, -, -."
2,Party -.
2,"Determined, - slog that really ' much to say the news flash loneliness can make people act."
2,"Rather, - over - the - map movie would be a lot better if it pared its characters to a few rather dozens. .. or if it subtler. .. or if it had a sense humor."
5,"Scratch for, see for the music, see Scratch in scratching, but, of all, it for the."
3,The of; ' s a clever gimmick.
4,Portrait '.
4,"It is film that have people through, will encourage others to stand up and applaud, and will, undoubtedly, engaged a ferocious debate years to come."
4,Much ' charm lies cuteness Stuart.
5,IMAX.
1,"It ' the element condescension, as the look their - subjects from their lofty perch, finally makes With Strangers, which opens in the New York metropolitan area, so distasteful."
4,"But ' s, ,, performances the cast."
3,A solid piece journalistic that draws of whom political became a deadly.
4,And other.
5,"A, hews a world carries from darkness."
5,"The diverse French has created a one can honestly as looking, sounding like film in recent history."
2,Of.
